State;City;Population;;;;
Illinois;Paris;8 498;;;;
Missouri;Richmond Heights;8 495;;;;
New York;Concord;8 494;;;;
New Jersey;Mystic Island;8 493;;;;
Rhode Island;Wakefield-Peacedale;8 487;;;;
California;Midway City;8 485;;;;
Pennsylvania;Perkasie;8 484;;;;
Florida;Century Village;8 483;;;;
Texas;Selma;8 483;;;;
Pennsylvania;Millersville;8 482;;;;
Texas;Fort Stockton;8 482;;;;
Indiana;Elwood;8 480;;;;
Virginia;Woodburn;8 480;;;;
California;Westlake Village;8 473;;;;
Ohio;Bryan;8 473;;;;
Massachusetts;Douglas;8 471;;;;
New Jersey;Haledon;8 471;;;;
South Carolina;Beech Island;8 468;;;;
Pennsylvania;Fairless Hills;8 466;;;;
Maryland;South Kensington;8 462;;;;
Texas;Aransas Pass;8 461;;;;
Connecticut;Kensington;8 459;;;;
Michigan;Menominee;8 458;;;;
Ohio;Orrville;8 456;;;;
Louisiana;Carencro;8 453;;;;
New Jersey;Wood-Ridge;8 450;;;;
South Carolina;Van Wyck;8 450;;;;
Florida;Lake Park;8 448;;;;
New Jersey;Spotswood;8 447;;;;
Florida;Beverly Hills;8 445;;;;
New York;Glens Falls North;8 443;;;;
Wisconsin;Delavan;8 443;;;;
Texas;Kirby;8 442;;;;
Washington;Alderwood Manor;8 442;;;;
Ohio;Perry Heights;8 441;;;;
California;Gonzales;8 440;;;;
Pennsylvania;O'Hara Township;8 440;;;;
Massachusetts;Montague;8 437;;;;
Pennsylvania;Audubon;8 433;;;;
Wisconsin;Plymouth;8 433;;;;
Michigan;Greenville;8 431;;;;
Virginia;Rockwood;8 431;;;;
Maryland;Mount Rainier;8 430;;;;
New Hampshire;Franklin;8 428;;;;
Ohio;Wyoming;8 427;;;;
California;Calimesa;8 423;;;;
Oregon;Molalla;8 422;;;;
Illinois;Chester;8 421;;;;
Connecticut;Riverside;8 416;;;;
Colorado;East Arapahoe;8 415;;;;
Washington;Birch Bay;8 413;;;;
New Jersey;Boonton;8 412;;;;
Washington;Northwest Yakima;8 412;;;;
Tennessee;Shelby Forest;8 411;;;;
Maryland;Lansdowne;8 409;;;;
New York;Hornell;8 404;;;;
Florida;Gateway;8 401;;;;
Michigan;Tecumseh;8 400;;;;
California;Los Altos Hills;8 396;;;;
Missouri;Perryville;8 394;;;;
California;August;8 390;;;;
Iowa;Denison;8 390;;;;
New York;Johnstown;8 389;;;;
Washington;Hoquiam;8 389;;;;
New York;Delmar;8 384;;;;
Pennsylvania;Glenside;8 384;;;;
New York;Niagara;8 378;;;;
Pennsylvania;Sanatoga;8 378;;;;
New York;Brockport;8 377;;;;
New Jersey;Absecon;8 376;;;;
New Jersey;Runnemede;8 376;;;;
Virginia;Floris;8 375;;;;
Washington;Gig Harbor;8 375;;;;
Minnesota;Victoria;8 374;;;;
Missouri;Boonville;8 374;;;;
New Mexico;Corrales;8 374;;;;
Nebraska;Gering;8 372;;;;
Arizona;Golden Valley;8 370;;;;
Tennessee;Jefferson City;8 370;;;;
New York;Mahopac;8 369;;;;
Ohio;Highland Heights;8 366;;;;
Alaska;Lakes;8 364;;;;
Texas;Helotes;8 364;;;;
New York;Congers;8 363;;;;
Hawaii;Ocean Pointe;8 361;;;;
Kentucky;Harrodsburg;8 361;;;;
Texas;Fairview;8 361;;;;
Alabama;Guntersville;8 358;;;;
Utah;Price;8 358;;;;
West Virginia;Bridgeport;8 358;;;;
New Jersey;Upper Saddle River;8 356;;;;
New Jersey;West Long Branch;8 352;;;;
North Carolina;Half Moon;8 352;;;;
South Carolina;Stevens Creek;8 350;;;;
Texas;Hillsboro;8 350;;;;
Nevada;Fallon;8 349;;;;
Tennessee;Humboldt;8 348;;;;
Connecticut;Haddam;8 346;;;;
Georgia;Skidaway Island;8 341;;;;
Florida;Lake Butter;8 339;;;;
Arkansas;Lowell;8 334;;;;
Florida;Indian Harbour Beach;8 334;;;;
Virginia;Quantico Station;8 334;;;;
New Jersey;Bogota;8 332;;;;
Louisiana;Breaux Bridge;8 327;;;;
New Jersey;Erlton-Ellisburg;8 327;;;;
South Carolina;Cross;8 326;;;;
Texas;Dalhart;8 326;;;;
Michigan;St. Joseph;8 325;;;;
Ohio;Cheviot;8 325;;;;
Maine;Bath;8 324;;;;
Minnesota;Oak Grove;8 324;;;;
New York;South Lockport;8 324;;;;
Maryland;Burtonsville;8 323;;;;
Minnesota;Cambridge;8 323;;;;
Pennsylvania;Folsom;8 323;;;;
Michigan;Mason;8 319;;;;
California;West Santa Clara;8 318;;;;
Michigan;Center Line;8 316;;;;
New Jersey;Clayton;8 307;;;;
Pennsylvania;Doylestown;8 307;;;;
Georgia;Valley;8 306;;;;
Minnesota;Lake Elmo;8 306;;;;
Tennessee;Woodlawn-Dotsonville;8 306;;;;
North Carolina;Roxboro;8 304;;;;
Florida;Naranja;8 303;;;;
New Jersey;Ashland;8 302;;;;
California;Firebaugh;8 300;;;;
Oregon;Cedar Hills;8 300;;;;
Pennsylvania;Bellevue;8 300;;;;
Maryland;Mayo;8 298;;;;
Pennsylvania;Lewistown;8 297;;;;
Missouri;Nevada;8 295;;;;
New Mexico;Shiprock;8 295;;;;
California;Topanga;8 289;;;;
Florida;Sugarmill Woods;8 287;;;;
Florida;Collier Manor-Cresthaven;8 287;;;;
Virginia;Smithfield;8 287;;;;
Wisconsin;Rice Lake;8 286;;;;
Alabama;Arab;8 284;;;;
Pennsylvania;Pleasant Hills;8 284;;;;
New York;Lake Carmel;8 282;;;;
California;Oroville East;8 280;;;;
Hawaii;Makaha;8 278;;;;
North Carolina;Siler City;8 273;;;;
Pennsylvania;Castle Shannon;8 273;;;;
New Hampshire;Litchfield;8 271;;;;
California;East Foothills;8 269;;;;
Florida;Bithlo;8 268;;;;
Michigan;Albion;8 267;;;;
Kentucky;Fort Mitchell;8 266;;;;
California;West Imperial;8 265;;;;
Massachusetts;Athol;8 265;;;;
Massachusetts;Plainville;8 264;;;;
California;Orosi;8 262;;;;
Ohio;Eaton;8 261;;;;
South Dakota;Rapid Valley;8 260;;;;
Ohio;St. Marys;8 259;;;;
Georgia;Toccoa;8 257;;;;
Tennessee;Ripley;8 257;;;;
Texas;Fabens;8 257;;;;
Delaware;Claymont;8 253;;;;
California;Rolling Hills Estates;8 251;;;;
Ohio;Oberlin;8 251;;;;
Missouri;Pleasant Hill;8 250;;;;
Arizona;Indian Wells;8 247;;;;
South Carolina;Seneca;8 246;;;;
Alaska;Ketchikan;8 245;;;;
Ohio;Kenton;8 242;;;;
North Carolina;Pineville;8 236;;;;
New York;Croton-on-Hudson;8 235;;;;
Virginia;Farmville;8 229;;;;
Illinois;Crete;8 227;;;;
Montana;Helena Valley Southeast;8 227;;;;
Georgia;Fair Oaks;8 225;;;;
Tennessee;Fairview;8 224;;;;
Washington;Yelm;8 223;;;;
California;Spring Valley Lake;8 220;;;;
South Carolina;Sangaree;8 220;;;;
South Carolina;Boiling Springs;8 219;;;;
Pennsylvania;Old Forge;8 216;;;;
North Carolina;Conover;8 215;;;;
Pennsylvania;Grove City;8 215;;;;
Oklahoma;North Marshall;8 211;;;;
Connecticut;Brooklyn;8 210;;;;
Minnesota;Little Falls;8 201;;;;
Alaska;Tanaina;8 197;;;;
Illinois;Hillside;8 195;;;;
Louisiana;Oak Hills Place;8 195;;;;
Pennsylvania;Kulpsville;8 194;;;;
Colorado;Trinidad;8 193;;;;
North Carolina;Wesley Chapel;8 192;;;;
Texas;Anderson-Bedias;8 192;;;;
Rhode Island;Hopkinton;8 188;;;;
Virginia;Triangle;8 188;;;;
Massachusetts;Georgetown;8 183;;;;
Wisconsin;McFarland;8 182;;;;
Illinois;Long Grove;8 181;;;;
Mississippi;Diamondhead;8 180;;;;
Virginia;Vinton;8 180;;;;
Wisconsin;Ashland;8 179;;;;
New Jersey;Bloomingdale;8 178;;;;
West Virginia;Oak Hill;8 175;;;;
Texas;Southwest Grayson;8 173;;;;
Florida;Laurel;8 171;;;;
Virginia;Greenbriar;8 166;;;;
New Jersey;Oradell;8 161;;;;
Nevada;Lemmon Valley-Golden Valley;8 158;;;;
New Jersey;Kenilworth;8 153;;;;
Florida;North Okeechobee;8 151;;;;
Iowa;Perry;8 151;;;;
Arkansas;Wynne;8 150;;;;
Michigan;Hillsdale;8 149;;;;
New Jersey;Montvale;8 148;;;;
Virginia;Abingdon;8 146;;;;
North Carolina;Black Mountain;8 145;;;;
Georgia;Appling;8 141;;;;
New York;Chestnut Ridge;8 140;;;;
Texas;Princeton;8 140;;;;
Michigan;Flushing;8 135;;;;
South Carolina;Fountain Inn;8 134;;;;
Virginia;Wytheville;8 133;;;;
Pennsylvania;Latrobe;8 129;;;;
Kentucky;London;8 126;;;;
Louisiana;St. Rose;8 122;;;;
Maryland;Rossmoor;8 122;;;;
Virginia;New Baltimore;8 119;;;;
Hawaii;Haiku-Pauwela;8 118;;;;
Indiana;Brazil;8 114;;;;
New York;Geneseo;8 114;;;;
North Carolina;Kings Grant;8 113;;;;
Illinois;Boulder Hill;8 108;;;;
Oklahoma;East Mayes;8 107;;;;
Utah;Hooper;8 107;;;;
New York;Baldwin Harbor;8 102;;;;
New Jersey;Raritan;8 098;;;;
New York;Manhasset;8 080;;;;
Michigan;Ludington;8 078;;;;
Idaho;Hailey;8 076;;;;
Pennsylvania;Brookhaven;8 073;;;;
Texas;West Livingston;8 071;;;;
California;South San Gabriel;8 070;;;;
California;Rio Vista;8 070;;;;
Missouri;Warrenton;8 068;;;;
Indiana;Sellersburg;8 066;;;;
Utah;Tremonton;8 066;;;;
Illinois;Oak Brook;8 065;;;;
Minnesota;Mahtomedi;8 064;;;;
Ohio;Bellevue;8 059;;;;
Utah;Park City;8 058;;;;
Illinois;West Frankfort;8 056;;;;
Massachusetts;Lancaster;8 055;;;;
Indiana;Charlestown;8 054;;;;
Oklahoma;Blanchard;8 049;;;;
Texas;Whitehouse;8 044;;;;
Missouri;Brentwood;8 043;;;;
South Carolina;Union;8 041;;;;
Texas;Richland Hills;8 041;;;;
Louisiana;Rayne;8 039;;;;
South Carolina;York;8 038;;;;
New York;Erwin;8 037;;;;
Oregon;Lincoln City;8 036;;;;
Maine;Buxton;8 034;;;;
Michigan;Grand Blanc;8 033;;;;
Ohio;Campbell;8 033;;;;
Utah;Little Cottonwood Creek Valley;8 033;;;;
Illinois;Island Lake;8 031;;;;
Washington;Ephrata;8 031;;;;
New York;Boston;8 023;;;;
Washington;Bothell East;8 018;;;;
Massachusetts;Templeton;8 013;;;;
California;Mammoth Lakes;8 009;;;;
Pennsylvania;Mount Joy;8 008;;;;
Kentucky;Hillview;8 002;;;;
Tennessee;Hartsville/Trousdale County;8 002;;;;
Nevada;Winnemucca;8 001;;;;
Oregon;West Haven-Sylvan;8 001;;;;
Texas;Heath;7 999;;;;
Virginia;Montrose;7 993;;;;
New York;Briarcliff Manor;7 991;;;;
West Virginia;Cheat Lake;7 988;;;;
Nebraska;Blair;7 986;;;;
Virginia;South Boston;7 986;;;;
Washington;Summit;7 985;;;;
Delaware;North Star;7 980;;;;
Florida;Westgate;7 975;;;;
New York;Hastings-on-Hudson;7 975;;;;
Oregon;White City;7 975;;;;
New York;Oakdale;7 974;;;;
Arkansas;Beebe;7 971;;;;
Michigan;St. Johns;7 971;;;;
Missouri;Dexter;7 969;;;;
Connecticut;Woodstock;7 964;;;;
Illinois;Broadview;7 959;;;;
Missouri;Maplewood;7 959;;;;
Iowa;Decorah;7 957;;;;
Nebraska;York;7 957;;;;
Illinois;Mahomet;7 955;;;;
Wisconsin;Jefferson;7 955;;;;
Wisconsin;Norway;7 948;;;;
Maryland;Four Corners;7 945;;;;
Kentucky;Francisville;7 944;;;;
Kansas;Wellington;7 942;;;;
Kentucky;Ashland Rural;7 942;;;;
Virginia;Fair Lakes;7 942;;;;
Pennsylvania;Downingtown;7 936;;;;
Rhode Island;Cumberland Hill;7 934;;;;
Alabama;Pike Road;7 933;;;;
Michigan;Houghton;7 932;;;;
California;Pismo Beach;7 931;;;;
Mississippi;Senatobia;7 928;;;;
Texas;Bridge City;7 924;;;;
Texas;Sabine;7 923;;;;
Washington;Waller;7 922;;;;
Wisconsin;Antigo;7 921;;;;
Minnesota;Crookston;7 920;;;;
Washington;Hazel Dell South;7 919;;;;
Florida;Quincy;7 914;;;;
Tennessee;Belleview;7 914;;;;
New York;Colonie;7 913;;;;
California;Gold River;7 912;;;;
Pennsylvania;Carnegie;7 912;;;;
Maryland;Londontowne;7 911;;;;
New Jersey;Crestwood Village;7 907;;;;
Texas;Jersey Village;7 906;;;;
Washington;Fairwood;7 905;;;;
Illinois;Calumet Park;7 903;;;;
North Dakota;Wahpeton;7 903;;;;
Alabama;Greenville;7 902;;;;
Utah;Mount Olympus;7 902;;;;
New York;Deerpark;7 901;;;;
Delaware;Pike Creek;7 898;;;;
Minnesota;Orono;7 898;;;;
Pennsylvania;Conshohocken;7 895;;;;
Pennsylvania;Camp Hill;7 892;;;;
Massachusetts;Millis;7 891;;;;
New York;Ilion;7 890;;;;
Delaware;Wilmington Manor;7 889;;;;
Connecticut;Thomaston;7 887;;;;
North Carolina;Marion;7 885;;;;
Montana;Helena Valley West Central;7 883;;;;
Illinois;Savoy;7 879;;;;
Virginia;Dumbarton;7 879;;;;
New Jersey;Newton;7 878;;;;
Illinois;Hawthorn Woods;7 875;;;;
New Mexico;Kirtland;7 875;;;;
Kansas;Fort Scott;7 874;;;;
Missouri;Oak Grove;7 873;;;;
Florida;North Bay Village;7 871;;;;
Maine;Caribou;7 871;;;;
Illinois;Mascoutah;7 869;;;;
South Carolina;Sans Souci;7 869;;;;
Oklahoma;Cushing;7 868;;;;
Wisconsin;Hobart;7 861;;;;
Wisconsin;Monona;7 859;;;;
Texas;Bastrop;7 856;;;;
Kentucky;Fairdale;7 853;;;;
Maryland;Temple Hills;7 852;;;;
South Carolina;Hartsville;7 852;;;;
Alaska;Kalifornsky;7 850;;;;
Washington;Mount Vista;7 850;;;;
Florida;Memphis;7 848;;;;
Oregon;Beaver Creek;7 848;;;;
Georgia;Clarkston;7 846;;;;
Oregon;Stayton;7 846;;;;
Missouri;Olivette;7 845;;;;
Maine;Ellsworth;7 843;;;;
Massachusetts;Bridgewater;7 841;;;;
Iowa;Creston;7 839;;;;
New York;Port Jefferson Station;7 838;;;;
New York;Port Jefferson;7 835;;;;
Tennessee;Milan;7 834;;;;
Florida;McAlpin-Wellborn;7 833;;;;
Pennsylvania;Wilson;7 827;;;;
Rhode Island;Charlestown;7 827;;;;
Illinois;Maryville;7 826;;;;
Minnesota;Baxter;7 826;;;;
Tennessee;Lexington;7 825;;;;
New Mexico;Ruidoso;7 824;;;;
Pennsylvania;Village Green-Green Ridge;7 822;;;;
Tennessee;Bean Station;7 818;;;;
Utah;Hyrum;7 818;;;;
Wisconsin;Sheboygan Falls;7 816;;;;
Pennsylvania;White Oak;7 814;;;;
Illinois;Murphysboro;7 811;;;;
Louisiana;Prien;7 810;;;;
Massachusetts;Sterling;7 808;;;;
Alabama;Spanish Fort;7 806;;;;
New York;Garden City Park;7 806;;;;
Texas;Alamo Heights;7 806;;;;
New York;Scotia;7 803;;;;
Montana;Belgrade;7 798;;;;
Maine;Winslow;7 794;;;;
Tennessee;Binfield;7 793;;;;
Michigan;Grand Ledge;7 792;;;;
Iowa;Webster City;7 788;;;;
Oklahoma;Skiatook;7 788;;;;
Arkansas;Newport;7 783;;;;
Colorado;Fort Lupton;7 783;;;;
Minnesota;Wyoming;7 781;;;;
Florida;Brooksville;7 778;;;;
Wisconsin;Ripon;7 778;;;;
Washington;Lake Stickney;7 777;;;;
New York;Greenfield;7 775;;;;
Utah;Summit Park;7 775;;;;
Tennessee;Harrison;7 769;;;;
Massachusetts;Hamilton;7 764;;;;
Oregon;Sutherlin;7 762;;;;
Florida;Southwest Ranches;7 761;;;;
Kansas;Fort Riley;7 761;;;;
Maine;Gray;7 761;;;;
Idaho;Sandpoint;7 760;;;;
Montana;Creston-Bigfork;7 757;;;;
Texas;Eagle Mountain;7 757;;;;
Wisconsin;Hales Corners;7 757;;;;
New Jersey;Bernardsville;7 756;;;;
Virginia;Innsbrook;7 753;;;;
Louisiana;Brownsville-Bawcomville;7 751;;;;
West Virginia;Dunbar;7 749;;;;
Georgia;Sugar Valley-Resaca;7 747;;;;
Wisconsin;Lake Geneva;7 746;;;;
Michigan;Three Rivers;7 745;;;;
Texas;Cleveland;7 745;;;;
Mississippi;St. Martin;7 730;;;;
Tennessee;Lower Rutherford Creek;7 726;;;;
Louisiana;Oakdale;7 723;;;;
Florida;Arcadia;7 722;;;;
Oregon;Northwest Jackson;7 722;;;;
Georgia;Dock Junction;7 721;;;;
Texas;Edna-Cordele;7 721;;;;
Illinois;South Beloit;7 719;;;;
New York;Wading River;7 719;;;;
North Carolina;Butner;7 718;;;;
New Jersey;Fort Dix;7 716;;;;
California;Thousand Palms;7 715;;;;
Connecticut;Winsted;7 712;;;;
Rhode Island;Richmond;7 708;;;;
Louisiana;Bridge City;7 706;;;;
Florida;Fern Park;7 704;;;;
Ohio;Canal Winchester;7 704;;;;
Virginia;University of Virginia;7 704;;;;
Washington;Othello;7 703;;;;
Florida;Youngstown;7 696;;;;
Ohio;Hubbard;7 695;;;;
Maine;Waterboro;7 693;;;;
Maine;Old Town;7 693;;;;
Maryland;District 17;7 692;;;;
North Carolina;Brevard;7 692;;;;
New York;New Square;7 691;;;;
New Jersey;Butler;7 690;;;;
Virginia;Hollymead;7 690;;;;
Florida;East Perrine;7 689;;;;
Colorado;Derby;7 685;;;;
Pennsylvania;Pittston;7 685;;;;
Georgia;Carters Lake;7 684;;;;
New Hampshire;Hollis;7 684;;;;
Iowa;Clear Lake;7 682;;;;
Pennsylvania;Ellwood City;7 682;;;;
New Jersey;Glen Ridge;7 681;;;;
New York;Baldwinsville;7 681;;;;
Louisiana;Galliano;7 676;;;;
Colorado;Fruitvale;7 675;;;;
California;Templeton;7 674;;;;
Texas;River Oaks;7 671;;;;
Vermont;Montpelier;7 671;;;;
Massachusetts;West Boylston;7 669;;;;
Utah;Ivins;7 665;;;;
Georgia;Fort Gordon;7 663;;;;
Alabama;Wetumpka;7 661;;;;
Missouri;Carl Junction;7 660;;;;
New York;Royalton;7 660;;;;
California;Woodlake;7 659;;;;
California;Sebastopol;7 659;;;;
Connecticut;Southwood Acres;7 657;;;;
New Jersey;Fanwood;7 657;;;;
California;Foresthill-Back Country;7 652;;;;
Florida;Williamsburg;7 646;;;;
Wisconsin;Grand Rapids;7 646;;;;
Connecticut;Ridgefield;7 645;;;;
Wyoming;Lander;7 642;;;;
South Carolina;Hopkins;7 639;;;;
Washington;Duvall;7 639;;;;
California;Fairfax;7 638;;;;
New Mexico;Bloomfield;7 638;;;;
Oklahoma;East Murray;7 638;;;;
Texas;Jasper;7 637;;;;
Michigan;Brighton;7 636;;;;
Louisiana;Donaldsonville;7 635;;;;
Pennsylvania;Gettysburg;7 633;;;;
Pennsylvania;DuBois;7 632;;;;
Michigan;Fair Plain;7 631;;;;
California;Ojai;7 627;;;;
Montana;Anaconda;7 626;;;;
Georgia;Winston;7 625;;;;
Tennessee;Pulaski;7 625;;;;
Florida;Pebble Creek;7 622;;;;
Illinois;Robinson;7 622;;;;
Ohio;Woodbourne-Hyde Park;7 620;;;;
Michigan;River Rouge;7 618;;;;
South Carolina;Powderville;7 618;;;;
New Jersey;Emerson;7 617;;;;
Texas;Monahans;7 617;;;;
Florida;Melrose Park;7 616;;;;
Montana;Evergreen;7 616;;;;
New York;Sound Beach;7 612;;;;
Nebraska;McCook;7 611;;;;
New Hampshire;Plaistow;7 609;;;;
Colorado;Lamar;7 608;;;;
Florida;Dowling Park;7 604;;;;
Connecticut;Old Lyme;7 603;;;;
Texas;Sanger;7 601;;;;
Wisconsin;Vernon;7 601;;;;
Alabama;Abernant;7 599;;;;
California;Acton;7 596;;;;
Wisconsin;Mukwonago;7 595;;;;
Tennessee;Wear Valley;7 594;;;;
Virginia;Long Branch;7 593;;;;
Illinois;Inverness;7 592;;;;
Kentucky;Cannonsburg;7 592;;;;
New York;Herkimer;7 592;;;;
Georgia;Centerville;7 584;;;;
Missouri;Sappington;7 580;;;;
New York;Center Moriches;7 580;;;;
Florida;Seffner;7 579;;;;
Pennsylvania;Willow Street;7 578;;;;
Connecticut;Middlebury;7 575;;;;
Hawaii;Pukalani;7 574;;;;
Mississippi;Holly Springs;7 574;;;;
Ohio;Northridge;7 572;;;;
Virginia;Sandston;7 571;;;;
Alaska;Meadow Lakes;7 570;;;;
Florida;Pasadena Hills;7 570;;;;
Arizona;Catalina;7 569;;;;
Alaska;Kenai;7 568;;;;
California;Yreka;7 564;;;;
Colorado;Fairmount;7 559;;;;
California;Corning;7 558;;;;
New York;Hillcrest;7 558;;;;
Alabama;Simcoe;7 557;;;;
Minnesota;Shorewood;7 557;;;;
Rhode Island;Tiverton;7 557;;;;
Illinois;Gilberts;7 556;;;;
Kansas;Park City;7 556;;;;
Illinois;Rockton;7 554;;;;
Michigan;Iron Mountain;7 554;;;;
Kansas;Bonner Springs;7 553;;;;
South Carolina;Murrells Inlet;7 547;;;;
Minnesota;New Prague;7 546;;;;
New Jersey;Berlin;7 546;;;;
California;Garnet;7 543;;;;
Massachusetts;Upton;7 542;;;;
Massachusetts;Cohasset;7 542;;;;
South Carolina;Tigerville;7 542;;;;
Virginia;Yorkshire;7 541;;;;
Florida;Southwest Glades;7 529;;;;
Pennsylvania;Monessen;7 529;;;;
Illinois;Silvis;7 526;;;;
Kentucky;South Williamson;7 525;;;;
Texas;Highlands;7 522;;;;
California;Calipatria;7 519;;;;
New Hampshire;Bow;7 519;;;;
Massachusetts;Halifax;7 518;;;;
Utah;Richfield;7 518;;;;
Kentucky;Oak Grove;7 515;;;;
Oregon;Green;7 515;;;;
Pennsylvania;Connellsville;7 514;;;;
Iowa;Charles City;7 513;;;;
Texas;Crystal City;7 513;;;;
California;Orland;7 512;;;;
Oregon;Sunnyside;7 512;;;;
Georgia;Catoosa Springs;7 509;;;;
Illinois;Marengo;7 508;;;;
Texas;Mexia;7 501;;;;
Wisconsin;Rhinelander;7 497;;;;
Massachusetts;Plymouth;7 494;;;;
Connecticut;Easton;7 490;;;;
North Carolina;Fletcher;7 487;;;;
Oklahoma;Seminole;7 486;;;;
Hawaii;Waikele;7 479;;;;
Oregon;Hood River;7 476;;;;
California;Pauma Valley;7 475;;;;
Connecticut;Rockville;7 474;;;;
Georgia;Swainsboro;7 472;;;;
Florida;Citrus Hills;7 470;;;;
Minnesota;Waite Park;7 469;;;;
Texas;Dayton;7 465;;;;
Virginia;Fishersville;7 462;;;;
Texas;Gonzales;7 461;;;;
Kentucky;Buechel;7 457;;;;
Florida;Golden Lakes;7 456;;;;
Missouri;Aurora;7 450;;;;
Washington;San Juan;7 447;;;;
Georgia;Irondale;7 446;;;;
Massachusetts;Nantucket;7 446;;;;
Nevada;Zephyr Cove;7 445;;;;
Washington;Selah;7 444;;;;
New Jersey;Twin Rivers;7 443;;;;
Texas;Hitchcock;7 442;;;;
Arizona;Page;7 440;;;;
Illinois;Park City;7 440;;;;
Mississippi;Batesville;7 439;;;;
California;Lemoore Station;7 438;;;;
Pennsylvania;Palmyra;7 436;;;;
South Carolina;Lugoff;7 434;;;;
Georgia;Gresham Park;7 432;;;;
Washington;Bangor Trident Base;7 431;;;;
California;Cotati;7 429;;;;
Kentucky;Piner-Visalia;7 429;;;;
Texas;Lake Dallas;7 429;;;;
Florida;Celebration;7 427;;;;
Wisconsin;Kronenwetter;7 427;;;;
Kentucky;Villa Hills;7 426;;;;
Ohio;Fairlawn;7 426;;;;
Pennsylvania;Hatboro;7 426;;;;
Idaho;Payette;7 422;;;;
Kentucky;Middletown;7 422;;;;
Tennessee;Mayland-Pleasant Hill;7 422;;;;
North Carolina;Elon College;7 419;;;;
Virginia;Independent Hill;7 419;;;;
Delaware;Seaford;7 417;;;;
New Jersey;Dunellen;7 417;;;;
Illinois;Princeton;7 415;;;;
California;Joshua Tree;7 414;;;;
Vermont;Brattleboro;7 414;;;;
Ohio;Mentor-on-the-Lake;7 412;;;;
New York;Northport;7 411;;;;
North Carolina;Lake Norman of Catawba;7 411;;;;
Illinois;Sandwich;7 410;;;;
Florida;Ormond-By-The-Sea;7 406;;;;
Florida;McGregor;7 406;;;;
Kentucky;Flatwoods;7 405;;;;
Mississippi;Philadelphia;7 402;;;;
Louisiana;Larose;7 400;;;;
Tennessee;Dayton;7 395;;;;
Texas;Kennedale;7 394;;;;
Illinois;West Dundee;7 391;;;;
Ohio;Canfield;7 390;;;;
Iowa;Sioux Center;7 389;;;;
Massachusetts;Clinton;7 389;;;;
California;Escalon;7 388;;;;
Wisconsin;Mount Horeb;7 388;;;;
Connecticut;Glastonbury Center;7 387;;;;
Washington;Felida;7 385;;;;
New Jersey;Carneys Point;7 382;;;;
Ohio;Northgate;7 377;;;;
Florida;Clewiston;7 376;;;;
Arizona;Globe;7 375;;;;
New Jersey;Haddon Heights;7 375;;;;
Illinois;Round Lake Park;7 371;;;;
Louisiana;Franklin;7 368;;;;
Washington;East Whatcom;7 368;;;;
Alabama;Lake Purdy;7 362;;;;
New Jersey;Caldwell;7 362;;;;
California;Marysville Rural;7 361;;;;
Massachusetts;Mansfield Center;7 360;;;;
Washington;Milton;7 360;;;;
Florida;St. Augustine Shores;7 359;;;;
Minnesota;St. Francis;7 359;;;;
Washington;Clarkston;7 359;;;;
New Hampshire;Belmont;7 356;;;;
Washington;Quincy;7 355;;;;
New York;Busti;7 351;;;;
Texas;Navasota;7 351;;;;
New York;Baywood;7 350;;;;
Oregon;Yoder;7 350;;;;
Iowa;Washington;7 349;;;;
Georgia;Fairplay;7 348;;;;
North Carolina;Oak Island;7 345;;;;
Texas;Murillo;7 344;;;;
Florida;South and East Osceola;7 340;;;;
Wisconsin;Genesee;7 340;;;;
New Hampshire;Hudson;7 336;;;;
Virginia;Collinsville;7 335;;;;
Illinois;Salem;7 334;;;;
New Jersey;Palmyra;7 333;;;;
Tennessee;Pope;7 332;;;;
Virginia;Ashland;7 328;;;;
Kentucky;Pikeville;7 327;;;;
New York;Williston Park;7 327;;;;
Nevada;Genoa-Jacks Valley;7 326;;;;
North Carolina;Forest City;7 324;;;;
Michigan;Hudsonville;7 323;;;;
Nevada;Laughlin;7 323;;;;
New Mexico;Simpson-Chaco;7 323;;;;
Ohio;Wauseon;7 322;;;;
California;Interlaken;7 321;;;;
Arkansas;Osceola;7 320;;;;
Massachusetts;Middleborough Center;7 319;;;;
Virginia;Woodlake;7 319;;;;
Tennessee;Oakland;7 316;;;;
Oregon;Jennings Lodge;7 315;;;;
Virginia;Lexington;7 311;;;;
Connecticut;Lebanon;7 308;;;;
Kentucky;Corbin;7 308;;;;
Texas;La Feria;7 308;;;;
Florida;Melbourne Shores-Floridana Beach;7 307;;;;
Georgia;Hampton;7 305;;;;
New Jersey;Midland Park;7 305;;;;
California;Fort Bragg;7 302;;;;
Illinois;Manhattan;7 302;;;;
Michigan;Hastings;7 302;;;;
Idaho;Star;7 295;;;;
Illinois;Lincolnshire;7 292;;;;
Maryland;District 21;7 291;;;;
North Dakota;Devils Lake;7 288;;;;
Louisiana;Ville Platte;7 287;;;;
California;Oceano;7 286;;;;
Oregon;North Albany;7 286;;;;
West Virginia;Elkins;7 286;;;;
Kansas;Bel Aire;7 284;;;;
New York;Westmere;7 284;;;;
Idaho;Rathdrum;7 283;;;;
California;Bermuda Dunes;7 282;;;;
Minnesota;Albertville;7 281;;;;
Ohio;Dry Run;7 281;;;;
Illinois;Orland Hills;7 277;;;;
Massachusetts;Westminster;7 277;;;;
Washington;Mead;7 275;;;;
Virginia;North Springfield;7 274;;;;
Colorado;Kersey-Gill;7 273;;;;
California;Pinon Hills;7 272;;;;
